source,longitude,latitude,title,propertytype,provider,description,address,totalunits,affunits,rgiunits,url
,-79.326706,45.046417,Cambrian Court,,,"Cambrian Court is a 25-unit townhouse complex for families. It offers two and three bedroom two-storey units. There are no basements. Each unit has a main floor laundry room, and an attached patio area. Fridge and stove are provided.","Cambrian Court, Bracebridge, ON, Canada",25,,,https://www.muskoka.on.ca/en/community-and-social-services/Social-Housing.aspx
,-79.368553,44.913976,845 Bethune Drive South,,,"This is a two-storey walk-up building, containing 33 one-bedroom apartments for seniors and households with no dependents. It features controlled access entry, common room and laundry facilities. Mail is delivered to boxes in the lobby.","845 Bethune Drive South, Gravenhurst, ON, Canada",33,,,https://www.muskoka.on.ca/en/community-and-social-services/Social-Housing.aspx
,-79.368403,44.913618,865 Bethune Drive South,,,"Sharing a parking lot with 845 Bethune Drive South, this 15 unit apartment building has identical amenities for seniors and households with no dependents.","865 Bethune Drive South, Gravenhurst, ON, Canada",15,,,https://www.muskoka.on.ca/en/community-and-social-services/Social-Housing.aspx
,-79.373131,44.91741,915A-995C Bethune Drive South,,,"The 18 family units contained in this project are two storey units built in a triplex formation. Three and four bedroom units are available. There are no basements. Each unit has a main floor laundry room, and an attached patio area. No appliances are included.","915A-995C Bethune Drive South, Gravenhurst, ON, Canada",18,,,https://www.muskoka.on.ca/en/community-and-social-services/Social-Housing.aspx
,-79.373131,44.91741,815-887A Pinedale Road,,,"The 14 family units which comprise this project are contained in seven semi-detached buildings. Each unit has its own driveway and fenced back yard. Residents are responsible for their own exterior maintenance, including lawn care and snow removal. Each unit has a full basement and is either two, three or four bedrooms in size. No appliances are included.","815-887A Pinedale Road, Gravenhurst, ON, Canada",14,,,https://www.muskoka.on.ca/en/community-and-social-services/Social-Housing.aspx
,-79.375381,44.92793,175 Lofty Pines Drive,,,"There are 30 units in this two-storey, secured seniors' building (65 years of age and older). There is an elevator and two one-bedroom barrier-free units. It has a common room and laundry facilities and offers a mix of geared-to-income and market rent units.","175 Lofty Pines Drive, Gravenhurst, ON, Canada",30,,,https://www.muskoka.on.ca/en/community-and-social-services/Social-Housing.aspx
,-79.376812,44.928859,125 Lofty Pines Drive,,,This complex shares the property with the Seniors' building and is comprised of 30 two and three bedroom family townhouses. These units have no basement. A main level utility room provides for laundry hook-ups and there is an attached patio area. No appliances are included.,"125 Lofty Pines Drive, Gravenhurst, ON, Canada",30,,,https://www.muskoka.on.ca/en/community-and-social-services/Social-Housing.aspx
,-79.554065,44.978263,The Ridge - 285 Ridge Road,,,The Ridge has 40 units consisting of one-bedroom apartments to four-bedroom townhouses. Townhouses have basements. There are four two-bedroom barrier-free units. This property offers a mix of geared-to-income and market rent units.,"The Ridge - 285 Ridge Road, Gravenhurst, ON, Canada",40,,,https://www.muskoka.on.ca/en/community-and-social-services/Social-Housing.aspx
,-79.373131,44.91741,Bethune Co-op - 220 Winewood Avenue East,,,"The Co-op is a 31 unit apartment building with one, two and three bedroom units, including nine barrier free apartments for the physically disabled. There is an elevator, laundry facilities and community rooms. The building offers a mix of geared-to-income and market rent units for all age groups. Residents are required to participate in the operation of their community through committee work or other activities.","Bethune Co-op - 220 Winewood Avenue East, Gravenhurst, ON, Canada",31,,,https://www.muskoka.on.ca/en/community-and-social-services/Social-Housing.aspx
,-79.207754,45.331473,14 Meadow Park Drive,,,"This two-storey walk-up building contains 28 one-bedroom units for seniors and households with no dependents. Contained in the building are a common room, controlled access entry and laundry facilities. Mail delivery is to boxes in the lobby.","14 Meadow Park Drive, Huntsville, ON, Canada",,,,https://www.muskoka.on.ca/en/community-and-social-services/Social-Housing.aspx
,-79.20747,45.331598,16 Meadow Park Drive,,,"This two-storey walk-up building contains 10 one-bedroom apartments for seniors and households with no dependents, and shares a parking lot with its neighbour. Amenities are identical to the larger building.","16 Meadow Park Drive, Huntsville, ON, Canada",10,,,https://www.muskoka.on.ca/en/community-and-social-services/Social-Housing.aspx
,-79.210159,45.318455,114 Brunel Road,,,"Brunel is a 40 one bedroom two-storey walk-up apartment building designated for occupancy by seniors or households with no dependents. There are laundry facilities, a common room and mail delivery to the lobby.","114 Brunel Road, Huntsville, ON, Canada",40,,,https://www.muskoka.on.ca/en/community-and-social-services/Social-Housing.aspx
,-79.206742,45.33178,18A - 22B Meadow Park Drive,,,"In this complex there are six family units in three semi-detached duplexes. Each unit features 2 or 3 bedrooms, a driveway, fenced back yard and full basement. Maintenance of the exterior property is the responsibility of residents, including lawn maintenance and snow removal. No appliances are included.","22 Meadow Park Drive, Huntsville, ON, Canada",6,,,https://www.muskoka.on.ca/en/community-and-social-services/Social-Housing.aspx
,-79.217571,45.333006,The Fieldway Apartments,,,"Sabrina Park is a three-storey building with an elevator offering a mix of one, two and three bedroom apartments, including two accessible units for the physically disabled. It has laundry facilities and offers a mix of rent-geared-to-income and market rent units.","2 Sabrina Park Drive, Huntsville, ON, Canada",,,,https://www.muskoka.on.ca/en/community-and-social-services/Social-Housing.aspx
,-79.22084,45.333313,Trinity Townhouses,,,"Trinity has 11 family townhouses consisting of two and three bedroom units, including one two-bedroom accessible unit for physically disabled. It offers a mix of rent-geared-to-income and market rent units.","1 Iris Street, Huntsville, ON, Canada",11,,,https://www.muskoka.on.ca/en/community-and-social-services/Social-Housing.aspx
,-79.233613,45.318541,Huntsville Legion Seniors' Manor,,,"This is a 40 unit two-storey seniors' building (65 years of age and older) consisting of 36 one-bedroom units and four two-bedroom units, including three accessible units for physically disabled. This building has an elevator, laundry facilities and mail delivery to the building.","22 Walter Street, Huntsville, ON, Canada",40,,,https://www.muskoka.on.ca/en/community-and-social-services/Social-Housing.aspx
,-79.231619,45.319614,MacTier and District Community Housing,,,"Located in the hamlet of MacTier, this 20 unit apartment building provides one, two and three bedroom units to families, seniors and singles. The units are equipped with fridge and stove. Two one-bedroom accessible units for physically disabled. The building offers a mix of rent-geared-to-income and market rent units. There is a common room and laundry facilities.","11 Yonge St S Huntsville, ON, Canada",20,,,https://www.muskoka.on.ca/en/community-and-social-services/Social-Housing.aspx
https://www.simcoe.ca/SocialHousing/Documents/Website%20Rental%20Development%20List.pdf,-79.546107,44.315089,Apogee Apartments,Mixed,,,"813 Innisfil Beach Road , ON, Canada",55,,,http://www.apogeeapartments.com/
,-79.470292,43.7669425,Dr. F.M. Walker Veterans & Seniors Villa,Seniors,,,"105 Dufferin Street, ON, Canada",33,,,www.bayshoreproperty.ca 
,-79.3796541,43.6487842,Alliston Garden,Seniors,,,"65 Young Street, ON, Canada",20,,,http://www.mmcorp.ca/contact.php
,-79.885502,44.3166992,Margaret Street Apartments,Seniors,,,"40 Margaret Street, ON, Canada",30,,,http://www.mmcorp.ca/contact.php
,-79.619399,44.324422,High Park Manor,singles,,,"74 High Street, ON, Canada",20,,,http://www.mahoganymanagement.com/
,-79.7070318,44.4156874,Stanley Heights,Seniors,,,"59 Arch Brown Court, ON, Canada",31,,,http://www.lowepropertymanagement.com
,-79.934807,44.768674,Riverbank Homes,Seniors,,,"98 Penetanguishene Road, ON, Canada",38,,,http://www.mahoganymanagement.com/
,-81.695903,43.560998,Bayfield Terrace,Mixed,,,"125 Bayfield Street, ON, Canada",43,,,http://www.mmcorp.ca/contact.php
,-79.6879613,44.3690824,Simcoe County Housing Corporation,Seniors,,,"33 Brooks Street, ON, Canada",54,,,http://www.simcoe.ca/SocialHousing/Pages/ApplyNow_AffordableHousing.aspx
,-79.3866872,43.6462969,Wellington Place Apartments,"Seniors, Persons with Disabilities",,,"135-139 Wellington Street West, ON, Canada",5,,,http://www.mmcorp.ca/contact.php
,-79.6556931,44.3733511,Deaf Blind Ontario Services,Persons with Disabilities,,,"7 Forestwood Drive, ON, Canada",5,,,http://Deafblindontario.com
,-79.5783211,44.109941,Simcoe County Housing Corporation,Seniors,,,"100 Miller Park, ON, Canada",25,,,http://www.simcoe.ca/SocialHousing/Pages/ApplyNow_AffordableHousing.aspx
,-79.619399,44.324422,Simcoe County Housing Corporation,Mixed,,,"475 & 485 Second Street, ON, Canada",147,,,http://www.simcoe.ca/SocialHousing/Pages/ApplyNow_AffordableHousing.aspx
,-79.619399,44.324422,Westview Terrace,Mixed,,,"145 High Street, ON, Canada",23,,,mailto:info@tornat.ca
,-80.052321,44.757556,Rendezvous Lafontaine,Seniors,,,"333 Lafontaine Road West, ON, Canada",24,,,http://www.rendezvouslafontaine.com
,-79.4317847,44.5925687,Foxfell Friends Community Coop,Mixed,,,"15 Rachael Road, ON, Canada",12,,,
,-79.690174,44.389311,Serenity Residential,Mixed,,,"85 Barrie Road, ON, Canada",77,,,
,-79.690174,44.389311,Skylite Residential,Mixed,,,"95 Barrie Road, ON, Canada",45,,,
,-80.4881538,43.4451227,Hillcrest Lodge,Seniors,,,"86 Cedar Street, ON, Canada",31,,,https://hillcrestlodgeorillia.wordpress.com/
,-80.482211,43.586757,99 Westmount,Seniors,,,"99 Westmount Drive North, ON, Canada",8,,,https://sites.google.com/site/99westmount/home
,-79.9219477,44.7679571,Georgian Village,Seniors,,,"101 Thompsons Road, ON, Canada",40,,,mailto:georgianvillage.questions@simcoe.ca
,-79.4824694,43.8304882,Lorna Tomlinson Residence for Seniors,Seniors,,,"44 Dufferin Street, ON, Canada",21,,,http://www.wendatprograms.com/
,-80.010397,44.299601,Simcoe County Housing Corporation,"Seniors, Persons with Disabilities",,,"60 Maple Street, ON, Canada",41,,,http://www.simcoe.ca/SocialHousing/Pages/ApplyNow_AffordableHousing.aspx
,-80.0059384,44.5288988,Simcoe County Housing Corporation,Mixed,,,"175 Zoo Park Road, ON, Canada",99,,,http://www.simcoe.ca/SocialHousing/Pages/ApplyNow_AffordableHousing.aspx
,-75.380098,44.787702,Mackenzie Street,Seniors,,,"7 Cardinal Lane, ON, Canada",4,,,mailto:slarge@rogers.com
https://co-ophousingtoronto.coop/resources/find-a-coop/,-79.3503725,43.7035909,15 Thorncliffe Park Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email thorncliffeparkcoop@gmail.com","15 Thorncliffe Park Drive, Toronto, ON  M4H 1H6, Canada",75,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.443006,43.770626,2 Mascot Place Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email 2mascotplace@gmail.com","2 Mascot Place, North York, ON  M2R 1J5, Canada",71,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.450088,43.651406,55 Howard Park Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email howardparkcoop@yahoo.ca","55 Howard Park Avenue, Toronto, ON  M6R 1V4, Canada",89,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.430208,43.637596,91 Spencer Ave Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email 91spencer@gmail.com","91 Spencer Avenue, Toronto, ON  M6K 2K5, Canada",73,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.25667,43.789674,Agincourt Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email agincourtcoop@rogers.com","4675 Sheppard Avenue East, Scarborough, ON  M1S 4R3, Canada",52,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.21386,43.808824,Alex Girvin Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email alexgirvincoop@gmail.com","75 Alford Crescent, Scarborough, ON  M1B 4E2, Canada",69,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.403753,43.648712,Alexandra Park Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email alexandraparkcoop@rogers.com","25 Eden Place, Toronto, ON  M5T 2V6, Canada",104,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.328705,43.730986,Almise Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email pioneerplace@rogers.com","16 Concorde Place, North York, ON  M3C 3S6, Canada",144,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.195782,43.763581,Ann Marie Hill Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email annmariehill@rogers.com","170 Galloway Road, Scarborough, ON  M1E 5A5, Canada",135,,,https://annmariehillhousingco-op.blogspot.com/
,-79.425587,43.673362,Arauco Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email araucohousingcoop@rogers.com","120 Lambertlodge Avenue, Toronto, ON  M6G 3X3, Canada",50,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.400106,43.635213,Arcadia Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email arcadiahousing@rogers.com","680 Queen's Quay West, Toronto, ON  M5V 2Y9, Canada",110,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.223855,43.803813,Art Burke Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email artburke@rogers.com","309 Washburn Way, Scarborough, ON  M1B 3V5, Canada",80,,,https://www.artburkecoop.com/
,-79.604716,43.719852,Ascot Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email ascot@rogers.com","930 Queen's Plate Drive, Etobicoke, ON  M9W 6Z5, Canada",132,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.240515,43.720073,Atahualpa Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email manager@atahualpa.ca","3 Brimley Road, Scarborough, ON  M1M 3W2, Canada",79,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-78.939648,43.878495,Athol Green Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email atholgree@rogers.com","250 Dunlop Street East, Whitby, ON  L1N 1S3, Canada",48,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.400117,43.650086,Atkinson Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email atkinsonhousingcoop@bellnet.ca","71 Augusta Square, Toronto, ON  M5T 2K6, Canada",410,,,http://home.oise.utoronto.ca/~social_housing/Atkinson.htm
,-79.348848,43.67206,Bain Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email office@100bain.com","100 Bain Avenue, Toronto, ON  M4K 1E8, Canada",260,,,https://bainco-op.ca/home-2/
,-79.32668,43.812316,Bamburgh Circle Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email bamburgh.cooperative@gmail.com","150 Bamburgh Circle, Scarborough, ON  M1W 3V7, Canada",94,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.508394,43.601352,Barsa Kelly/Cari-Can Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email bkcccan@bkcc.ca","1 Coin Street, Etobicoke, ON  M8V 3Y9, Canada",133,,,http://www.bkcc.ca/
,-79.389789,43.651301,Beaver Hall Artists Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email beaverhall.artists@bellnet.ca","29 McCaul Street, Toronto, ON  M5T 1V7, Canada",24,,,https://beaverhallgallery.ca/
,-79.480843,43.68287,Beech Hall Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email beech.hall@yahoo.ca","2 Humber Boulevard, Toronto, ON  M6N 2H3, Canada",128,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.230717,43.742415,Bellamy Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email bellamyhousingco-op@rogers.com","130 Bellamy Road North, Scarborough, ON  M1J 2L2, Canada",69,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.393183,43.651639,Beverley Sullivan Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email beverleysullivanhc@yahoo.com","70 Beverley Street, Toronto, ON  M5T 1X9, Canada",22,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.263449,43.691957,Birch Cliff Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email birchcliffco-op@hotmail.com","1691 Kingston Road, Scarborough, ON  M1N 1S6, Canada",24,,,https://birchcliffco-op.ca/
,-79.510685,43.601711,Birmingham Homes Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email office@birminghamhomes.ca","10 Elsinore Path, Etobicoke, ON  M8V 3Z3, Canada",50,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.333595,43.662308,Birtch Place Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email birtchplacecoop@outlook.com","1153 Queen Street East, Toronto, ON  M4M 1L3, Canada",32,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.50399,43.706202,Black Creek Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email blackcreek@rogers.com","1779 Jane Street, North York, ON  M9N 3V7, Canada",140,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.448798,44.055554,Bogart Creek Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email bogartcreek@rogers.com","180 Groves Terrace, Newmarket, ON  L3Y 8C7, Canada",40,,,https://www.york.ca/wps/portal/yorkhome/support/yr/housing/housinglocations/bogartcreekcooperativehousing/
,-78.699274,43.91945,Bowmanville Valley Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email bvc_59@rogers.com","59 Jackman Road, Bowmanville, ON  L1C 4V5, Canada",68,,,https://apps.durham.ca/Applications/Social/DASHExternalListing/ProjectDetails.aspx?&ProjectId=105
,-79.317606,43.777108,Bridle Manor Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email administration@bridlemanor.com","3110 Sheppard Avenue East, Scarborough, ON  M1T 3J8, Canada",162,,,https://www.bridlemanor.com/
,-79.314461,43.791524,Bridletowne Circle Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email bridletownecc@bellnet.ca","315 Bridletowne Circle, Scarborough, ON  M1W 2H7, Canada",36,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.262624,43.769353,Brimell Court Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email brimellcourt@rogers.com","1252 Brimley Road, Scarborough, ON  M1P 3G7, Canada",98,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.378739,43.713848,Broadview Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email broadviewcoop@broadviewcoop.ca","1050 Broadway Avenue, Toronto, ON  M4K 2S3, Canada",111,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.211821,43.809499,Campden Green Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email campdengreen@rogers.com","70 Alford Crescent, Scarborough, ON  M1B 3L7, Canada",60,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.400854,43.666056,Campus Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email inquiries@campus.coop","395 Huron Street, Toronto, ON  M5S 2G5, Canada",310,,,http://www.campus.coop/
,-79.374517,43.702778,Cardiff Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email cardiffco-op@rogers.com","1460 Bayview Avenue, Toronto, ON  M4G 3B3, Canada",43,,,http://www.cardiffco-op.com/
,-79.362904,43.648359,Caroline Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email carolinecoop@rogers.com","93 Longboat Avenue, Toronto, ON  M5A 4C6, Canada",60,,,http://www.caroline-coop.com/
,-79.467174,44.05737,Carpenters Local 27 Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email office@carpenterslocal27co-op.ca","280 Davis Drive, Newmarket, ON  L3Y 8M6, Canada",119,,,https://www.york.ca/wps/portal/yorkhome/support/yr/housing/housinglocations/carpenterslocal27housingcooperativeinc/
,-79.36847,43.647113,Cathedral Court Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email 85henrylaneoffice@rogers.com","85 Henry Lane Terrace, Toronto, ON  M5A 4B8, Canada",59,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.396325,43.658267,Cawthra Mansions Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email cawthra@on.aibn.com","215 College Street, Toronto, ON  M5T 1R1, Canada",84,,,http://www.cawthra.ca/
,-79.221727,43.751628,Cedarbrook Park Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email cedarbrookparkcoop@gmail.com","435 Markham Road, Scarborough, ON  M1J 3C8, Canada",42,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.430666,43.876863,Centre Green Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email centregreen@bellnet.ca","172 Centre Street East, Richmond Hill, ON  L4C 1A6, Canada",42,,,https://www.york.ca/wps/portal/yorkhome/support/yr/housing/housinglocations/centregreencooperativehousing/
,-79.296583,43.705266,Chadwick Towers Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email chadwickcoopinc@rogers.com","532 Dawes Road, Toronto, ON  M4B 3L2, Canada",67,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.390591,43.655964,Charles Hastings Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email chashastings98@rogers.com","175 Elm Street, Toronto, ON  M5T 2Z8, Canada",97,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.50255,43.688301,Chord Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email chordcoop@gmail.com","43 Goldwin Avenue, York, ON  M6M 5H4, Canada",136,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.381811,43.668587,Church-Isabella Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email church-isabella@bellnet.ca","72 Isabella Street, Toronto, ON  M4Y 1N4, Canada",48,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.380405,43.663148,City Park Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email property.manager@cpco-op.ca","484 Church Street, Toronto, ON  M4Y 2C7, Canada",770,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.312468,43.751197,Clintwood Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email office@clintwood.ca","1978 Victoria Park Avenue, Scarborough, ON  M1R 1T9, Canada",63,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.406988,43.701776,College View Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email cvhousing@bellnet.ca","941 Avenue Road, Toronto, ON  M5P 2K7, Canada",49,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-78.875303,43.927747,Consideration Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email considerthis@rogers.com","22 Beatrice Street East, Oshawa, ON  L1H 4G8, Canada",99,,,https://apps.durham.ca/Applications/Social/DASHExternalListing/ProjectDetails.aspx?&ProjectId=9
,-79.424727,43.673654,Constance Hamilton Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email constancehamiltoncoop@rogers.com","70 Lambertlodge Avenue, Toronto, ON  M6G 3X3, Canada",31,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.398255,43.71017,Courtyard Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email courtyardcoop@rogers.com","10 Broadway Avenue, Toronto, ON  M4P 3G8, Canada",35,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.368885,43.648784,David B Archer Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email darchercoop@rogers.com","158 The Esplanade, Toronto, ON  M5A 3T2, Canada",190,,,https://davidbarcherco-op.ca/
,-79.40624,43.65877,Dayfoot Family Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,,"64 Borden Street, Toronto, ON  M5S 2N1, Canada",5,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.29722,43.690543,Dentonia Park Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email dentoniapark@bellnet.ca","88 Coleman Avenue, Toronto, ON  M4C 1P7, Canada",48,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.372549,43.66504,Diane Frankling Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email adion@dianefranklingco-op.com","85 Bleecker Street, Toronto, ON  M4X 1X1, Canada",254,,,http://www.dianefranklingco-op.com/
,-79.36741,43.664464,Don Area Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email office@donarea.com","255 Carlton Street, Toronto, ON  M5A 2L4, Canada",75,,,http://www.donarea.com/
,-79.429911,43.64,Dufferin Grove Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email office@dufferingrove.com","31 Melbourne Avenue, Toronto, ON  M6K 1K4, Canada",62,,,http://www.dufferingrove.com/
,-79.082334,43.847231,Duffin's Creek Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email duffinscreekcoop@gmail.com","1555 Finch Avenue, Pickering, ON  L1V 1K9, Canada",75,,,https://apps.durham.ca/Applications/Social/DASHExternalListing/ProjectDetails.aspx?&ProjectId=23
,-79.347757,43.763724,Duncan Mills Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email sean@2040donmills.com","2040 Don Mills Road, North York, ON  M3A 3R7, Canada",221,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.474443,43.799619,Eamon Park Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email eamonparkcoop@hotmail.com","94 David Lewis Drive, Concord, ON  L4K 3J1, Canada",136,,,https://www.york.ca/wps/portal/yorkhome/support/yr/housing/housinglocations/eamonparkco-operativehousing/
,-78.928259,43.895463,East Whitby Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email eastwhitby@gmail.com","101 Ribblesdale Drive, Whitby, ON  L1N 6L9, Canada",90,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.214893,43.807826,Ellen McGreal Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email ellenmcgrealcoop@rogers.com","35 Sewells Road, Scarborough, ON  M1B 4Z2, Canada",160,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
,-79.374338,43.66693,Ernescliffe Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email co-op@ernescliffe.ca","477 Sherbourne Street, Toronto, ON  M4X 1K5, Canada",98,,,http://www.ernescliffe.ca/
,-79.37284,43.665877,Fieldstone Co-op,Co-operative Housing,Co-operative Housing Federation of Toronto (CHFT) Member,"For more information, please email fieldstonecoop@bellnet.ca","135 Bleecker Street, Toronto, ON  M4X 1X2, Canada",67,,,https://co-ophousingtoronto.coop/resources/find-a-coop/
